user_id,probability_vol_churn,feature,feature_value,shap_value,abs_shap
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,country_code,CO,-0.6678456890511185,0.6678456890511185
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,total_credits,17525.0,-0.08233598766189495,0.08233598766189495
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,avg_credits,876.25,-0.07219057829756144,0.07219057829756144
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,frustration_missing,True,-0.06491994074023147,0.06491994074023147
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,business_card_ratio,0.0,0.06377801508109374,0.06377801508109374
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,subscription_days,17.0,0.060020007115332695,0.060020007115332695
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,credits_per_gen,0,-0.05255266413664875,0.05255266413664875
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,subscription_plan,Higgsfield Pro,-0.048188726393348445,0.048188726393348445
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,avg_amount,29.0,0.04798277168773517,0.04798277168773517
user_9cbe5623-98cb-47c4-b31b-8abb014d22f9,0.2088544791211542,usage_plan_missing,True,0.04725050744221533,0.04725050744221533
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,unique_types,10.0,0.4069487531976662,0.4069487531976662
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,country_code,US,-0.21749096850349925,0.21749096850349925
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,tx_active_days,5.0,-0.1826395069977577,0.1826395069977577
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,total_credits,29850.0,-0.1284716848996962,0.1284716848996962
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,purchase_active_days,5.0,-0.12731184189964004,0.12731184189964004
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,avg_credits,128.66379310344828,0.10739879280260588,0.10739879280260588
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,subscription_days,19.0,0.09156879777600926,0.09156879777600926
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,frustration_other,True,-0.080442607467608,0.080442607467608
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,business_card_ratio,0.0,0.07491033418445618,0.07491033418445618
user_0d309e99-e133-4b4f-a8e7-a773fe45848f,0.28626151157307633,credits_per_gen,0,-0.06872321195287413,0.06872321195287413
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,business_card_ratio,1.0,-0.435345159012578,0.435345159012578
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,total_credits,110600.0,0.1896040723383817,0.1896040723383817
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,credits_per_gen,0,-0.14846799122611035,0.14846799122611035
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,frustration_inconsistent,True,0.10290559523141413,0.10290559523141413
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,avg_amount,49.0,-0.10093041394570886,0.10093041394570886
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,country_code,GB,-0.0958756456806087,0.0958756456806087
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,total_gens,141.0,-0.09093633185536419,0.09093633185536419
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,avg_credits,784.3971631205674,-0.07994707547422747,0.07994707547422747
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,subscription_days,22.0,0.07767524791776632,0.07767524791776632
user_22e4a98a-5d7f-4532-b3e8-e46784a5c112,0.19546532573335368,gens_per_day,4.7,-0.06852559119870348,0.06852559119870348
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,credits_per_gen,0,-0.10877202254220612,0.10877202254220612
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,avg_amount,59.29,-0.09982025965926183,0.09982025965926183
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,gens_per_day,3.0,-0.08937008349540641,0.08937008349540641
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,unique_types,6.0,0.08785223043079592,0.08785223043079592
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,business_card_ratio,0.0,0.07579795054235464,0.07579795054235464
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,avg_credits,696.9444444444445,-0.07071201129854639,0.07071201129854639
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,frustration_missing,True,-0.0678554957305925,0.0678554957305925
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,max_amount,59.29,-0.066155072114046,0.066155072114046
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,usage_plan_missing,True,0.06540509915365098,0.06540509915365098
user_fd07030d-60df-48b1-a8d2-cc2cc2dfa6f7,0.3205729610822133,total_credits,62725.0,0.0649240771489119,0.0649240771489119
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,avg_credits,42.06730769230769,0.19985253043704923,0.19985253043704923
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,unique_types,5.0,0.12566656504804558,0.12566656504804558
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,total_credits,4375.0,-0.1110817436795129,0.1110817436795129
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,subscription_plan,Higgsfield Basic,-0.11104623476717858,0.11104623476717858
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,subscription_days,20.0,0.10468695884114458,0.10468695884114458
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,num_attempts,4.0,0.07801264565448529,0.07801264565448529
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,funding_prepaid_ratio,0.75,-0.06878759923894714,0.06878759923894714
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,days_since_last_tx,20.0,-0.06574676675177818,0.06574676675177818
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,total_purchase_amount,9.0,-0.05746507810704397,0.05746507810704397
user_7b49ac3d-ff29-41a5-9890-c0862628258b,0.38318858284371865,frustration_missing,False,0.05660023583705326,0.05660023583705326
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,subscription_days,20.0,0.17824463502547488,0.17824463502547488
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,avg_credits,32.432432432432435,0.16139388242388153,0.16139388242388153
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,num_attempts,4.0,0.13254649217750336,0.13254649217750336
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,unique_purchase_types,2.0,0.0971612841134932,0.0971612841134932
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,subscription_plan,Higgsfield Basic,-0.08681497702308116,0.08681497702308116
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,total_credits,2400.0,-0.08379220849604926,0.08379220849604926
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,gens_per_day,2.466666666666667,-0.07900072021813921,0.07900072021813921
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,purchase_active_days,0.0,0.07872954648152257,0.07872954648152257
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,avg_amount,7.0,0.06670691039890154,0.06670691039890154
user_5e81b074-b55b-4e85-abae-ab7ace3ceb06,0.4434573854244832,business_card_ratio,0.0,0.062039079405024,0.062039079405024
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,avg_credits,860.0,-0.09460060352135873,0.09460060352135873
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,subscription_days,22.0,0.09132513213230425,0.09132513213230425
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,credits_per_gen,0,-0.08704055282334576,0.08704055282334576
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,frustration_inconsistent,True,0.07876526006782944,0.07876526006782944
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,usage_plan_filmmaking,True,-0.05551661421095825,0.05551661421095825
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,business_card_ratio,0.0,0.0530791227008465,0.0530791227008465
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,frustration_missing,False,0.052865743187351794,0.052865743187351794
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,total_gens,5.0,0.05227112665694559,0.05227112665694559
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,unique_types,1.0,-0.050149288746631146,0.050149288746631146
user_fac4fd74-1a6c-450b-a933-df7a81867e6d,0.3870713783024713,country_code,SK,-0.04935819353746708,0.04935819353746708
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,country_code,AR,-0.38200322500622186,0.38200322500622186
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,credits_per_gen,0,-0.09666233267379674,0.09666233267379674
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,usage_plan_filmmaking,True,-0.0893844875612017,0.0893844875612017
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,frustration_other,True,-0.07435726444176724,0.07435726444176724
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,business_card_ratio,0.0,0.07037066818612257,0.07037066818612257
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,total_gens,39.0,-0.0607068861746336,0.0607068861746336
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,avg_credits,1088.2051282051282,-0.052411271474535816,0.052411271474535816
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,avg_amount,29.0,0.04870215111195244,0.04870215111195244
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,frustration_missing,False,0.04797282559471944,0.04797282559471944
user_a96bc5a5-96c3-43b4-bdc6-b124fc0f27e9,0.20947414998788833,team_size_missing,False,-0.04360812947634683,0.04360812947634683
user_f7c181c8-766d-4591-a355-700da40901f7,0.4252893514363259,unique_types,8.0,0.45108400084426964,0.45108400084426964
user_f7c181c8-766d-4591-a355-700da40901f7,0.4252893514363259,subscription_days,16.0,0.1508432020761338,0.1508432020761338
user_f7c181c8-766d-4591-a355-700da40901f7,0.4252893514363259,country_code,US,-0.13389916570958083,0.13389916570958083
user_f7c181c8-766d-4591-a355-700da40901f7,0.4252893514363259,total_credits,29597.0,-0.09517121686743901,0.09517121686743901
